Date,Time,Currency,Name,,,,,
2020-04-21 00:00:00,06:00,GBP,Claimant Count Change,12.1K,170.0K,6.0K,17.3K,112260
2020-04-21 00:00:00,21:46,USD,President Trump Speaks,,,,,116148
2020-04-22 00:00:00,01:30,AUD,Retail Sales m/m,8.2%,7.2%,0.5%,0.4%,116147
2020-04-22 00:00:00,22:11,USD,President Trump Speaks,,,,,116149
2020-04-23 00:00:00,07:15,EUR,French Flash Services PMI,10.4,24.7,27.4,29.0,111610
2020-04-23 00:00:00,07:30,EUR,German Flash Manufacturing PMI,34.4,39.0,45.4,45.7,111608
2020-04-23 00:00:00,07:30,EUR,German Flash Services PMI,15.9,28.3,31.7,34.5,111609
2020-04-23 00:00:00,08:30,GBP,Flash Manufacturing PMI,32.9,42.0,47.8,48.0,113433
2020-04-23 00:00:00,08:30,GBP,Flash Services PMI,12.3,28.5,34.5,35.7,113439
2020-04-23 00:00:00,12:30,USD,Unemployment Claims,4427K,4350K,5237K,5245K,110782
2020-04-23 00:00:00,13:45,USD,Flash Manufacturing PMI,36.9,35.1,48.5,49.2,111613
2020-04-23 00:00:00,21:43,USD,President Trump Speaks,,,,,116152
2020-04-24 00:00:00,06:00,GBP,Retail Sales m/m,-5.1%,-4.5%,-0.3%,,112473
2020-04-24 00:00:00,08:00,EUR,German ifo Business Climate,74.3,79.8,85.9,86.1,112910
2020-04-24 00:00:00,12:30,USD,Core Durable Goods Orders m/m,-0.2%,-6.1%,-0.7%,-0.6%,114187
2020-04-24 00:00:00,21:40,USD,President Trump Speaks,,,,,116155
2020-04-27 00:00:00,03:08,JPY,Monetary Policy Statement,,,,,114852
2020-04-27 00:00:00,03:09,JPY,BOJ Outlook Report,,,,,114824
2020-04-27 00:00:00,21:38,USD,President Trump Speaks,,,,,116157
2020-04-28 00:00:00,14:00,USD,CB Consumer Confidence,86.9,88.3,118.8,120.0,113934
2020-04-29 00:00:00,01:30,AUD,CPI q/q,0.3%,0.2%,0.7%,,114731
2020-04-29 00:00:00,12:32,USD,Advance GDP q/q,-4.8%,-4.0%,2.1%,,111250
2020-04-29 00:00:00,18:00,USD,FOMC Statement,,,,,111345
2020-04-29 00:00:00,18:30,USD,FOMC Press Conference,,,,,111346
2020-04-30 00:00:00,01:00,CNY,Manufacturing PMI,50.8,51.0,52.0,,115621
2020-04-30 00:00:00,11:45,EUR,Main Refinancing Rate,0.00%,0.00%,0.00%,,112819
2020-04-30 00:00:00,11:45,EUR,Monetary Policy Statement,,,,,112820
2020-04-30 00:00:00,12:30,CAD,GDP m/m,0.0%,0.2%,0.2%,0.1%,113763
2020-04-30 00:00:00,12:30,EUR,ECB Press Conference,,,,,112821
2020-04-30 00:00:00,12:30,USD,Unemployment Claims,3839K,3500K,4442K,4427K,110783
2020-04-30 00:00:00,14:00,USD,Fed Announcement,,,,,116158
2020-04-30 00:00:00,20:30,CAD,BOC Gov Poloz Speaks,,,,,116159
2020-05-01 00:00:00,13:40,CAD,BOC Gov Poloz Speaks,,,,,116162
2020-05-01 00:00:00,14:00,USD,ISM Manufacturing PMI,41.5,36.7,49.1,,111413
2020-05-05 00:00:00,04:30,AUD,Cash Rate,0.25%,0.25%,0.25%,,112780
2020-05-05 00:00:00,04:30,AUD,RBA Rate Statement,,,,,112796
2020-05-05 00:00:00,08:11,EUR,German Constitutional Court Ruling,,,,,116161
2020-05-05 00:00:00,12:30,CAD,Trade Balance,-1.4B,-2.5B,-0.9B,-1.0B,113786
2020-05-05 00:00:00,14:00,USD,ISM Services PMI,41.8,37.5,52.5,,111523
2020-05-05 00:00:00,22:45,NZD,Employment Change q/q,0.7%,-0.2%,0.1%,0.0%,113466
2020-05-05 00:00:00,22:45,NZD,Unemployment Rate,4.2%,4.4%,4.0%,,113465
2020-05-06 00:00:00,09:00,EUR,EU Economic Forecasts,,,,,112846
2020-05-06 00:00:00,12:15,USD,ADP Non-Farm Employment Change,-20236K,-20500K,-149K,-27K,111106
2020-05-07 00:00:00,01:30,AUD,Trade Balance,10.60B,6.40B,3.87B,4.36B,114676
2020-05-07 00:00:00,03:00,NZD,Inflation Expectations q/q,1.24%,,1.93%,,113378
2020-05-07 00:00:00,03:01,CNY,Trade Balance,318B,82B,139B,,115751
2020-05-07 00:00:00,06:00,GBP,BOE Monetary Policy Report,,,,,112092
2020-05-07 00:00:00,06:00,GBP,Monetary Policy Summary,,,,,112090
2020-05-07 00:00:00,06:00,GBP,MPC Official Bank Rate Votes,0-0-9,0-0-9,0-0-9,,112091
2020-05-07 00:00:00,06:00,GBP,Official Bank Rate,0.10%,0.10%,0.10%,,112093
2020-05-07 00:00:00,09:00,GBP,BOE Gov Bailey Speaks,,,,,116181
2020-05-07 00:00:00,12:30,USD,Unemployment Claims,3169K,3000K,3846K,3839K,110784
2020-05-07 00:00:00,14:00,EUR,ECB President Lagarde Speaks,,,,,116168
2020-05-08 00:00:00,01:30,AUD,RBA Monetary Policy Statement,,,,,114529
2020-05-08 00:00:00,11:00,EUR,ECB President Lagarde Speaks,,,,,116169
2020-05-08 00:00:00,12:00,USD,President Trump Speaks,,,,,116189
2020-05-08 00:00:00,12:30,CAD,Employment Change,-1993.8K,-4000.0K,-1010.7K,,113698
2020-05-08 00:00:00,12:30,CAD,Unemployment Rate,13.0%,18.0%,7.8%,,113697
2020-05-08 00:00:00,12:30,USD,Average Hourly Earnings m/m,4.7%,0.5%,0.5%,0.4%,111079
2020-05-08 00:00:00,12:30,USD,Non-Farm Employment Change,-20537K,-22000K,-881K,-701K,111078
2020-05-08 00:00:00,12:30,USD,Unemployment Rate,14.7%,16.0%,4.4%,,111077
2020-05-11 00:00:00,01:00,NZD,Prelim ANZ Business Confidence,-45.6,,-66.6,,116183
2020-05-12 00:00:00,12:30,USD,Core CPI m/m,-0.4%,-0.2%,-0.1%,,114140
2020-05-12 00:00:00,12:30,USD,CPI m/m,-0.8%,-0.7%,-0.4%,,114141
2020-05-12 00:00:00,12:30,USD,CPI y/y,0.3%,0.4%,1.5%,,128630
2020-05-13 00:00:00,02:00,NZD,Official Cash Rate,0.25%,0.25%,0.25%,,113407
2020-05-13 00:00:00,02:00,NZD,RBNZ Monetary Policy Statement,,,,,113420
2020-05-13 00:00:00,02:00,NZD,RBNZ Rate Statement,,,,,113414
2020-05-13 00:00:00,03:00,NZD,RBNZ Press Conference,,,,,113456
2020-05-13 00:00:00,06:00,GBP,Prelim GDP q/q,-2.0%,-2.6%,0.0%,,112557
2020-05-13 00:00:00,13:00,USD,Fed Chair Powell Speaks,,,,,116190
2020-05-13 00:00:00,20:10,NZD,RBNZ Gov Orr Speaks,,,,,116193
2020-05-14 00:00:00,01:30,AUD,Employment Change,-594.3K,-575.0K,0.7K,5.9K,114588
2020-05-14 00:00:00,01:30,AUD,Unemployment Rate,6.2%,8.3%,5.2%,,114600
2020-05-14 00:00:00,02:00,NZD,Annual Budget Release,,,,,113404
2020-05-14 00:00:00,10:30,GBP,BOE Gov Bailey Speaks,,,,,116184
2020-05-14 00:00:00,14:30,CAD,BOC Gov Poloz Speaks,,,,,116164
2020-05-15 00:00:00,08:00,EUR,German Prelim GDP q/q,-2.2%,-2.2%,-0.1%,0.0%,112998
2020-05-15 00:00:00,12:30,USD,Core Retail Sales m/m,-17.2%,-8.6%,-4.0%,-4.5%,114251
2020-05-15 00:00:00,12:30,USD,Retail Sales m/m,-16.4%,-12.0%,-8.3%,-8.7%,114250
2020-05-17 00:00:00,23:00,USD,Fed Chair Powell Speaks,,,,,116204
2020-05-19 00:00:00,06:00,GBP,Claimant Count Change,856.5K,675.0K,5.4K,12.1K,112264
2020-05-19 00:00:00,10:15,All,G7 Meetings,,,,,116206
2020-05-19 00:00:00,14:00,USD,Fed Chair Powell Testifies,,,,,116200
2020-05-20 00:00:00,01:30,AUD,Retail Sales m/m,-17.9%,-17.7%,8.5%,8.2%,116210
2020-05-20 00:00:00,13:30,GBP,BOE Gov Bailey Speaks,,,,,116198
2020-05-21 00:00:00,02:30,AUD,RBA Gov Lowe Speaks,,,,,116195
2020-05-21 00:00:00,07:15,EUR,French Flash Services PMI,29.4,27.9,10.2,10.4,111618
2020-05-21 00:00:00,07:30,EUR,German Flash Manufacturing PMI,36.8,39.3,34.5,34.4,111620
2020-05-21 00:00:00,07:30,EUR,German Flash Services PMI,31.4,26.3,16.2,15.9,111621
2020-05-21 00:00:00,13:45,USD,Flash Manufacturing PMI,39.8,39.3,36.1,36.9,111615
2020-05-21 00:00:00,18:30,USD,Fed Chair Powell Speaks,,,,,116203
2020-05-22 00:00:00,01:00,JPY,Monetary Policy Statement,,,,,116208
2020-05-22 00:00:00,06:00,GBP,Retail Sales m/m,-18.1%,-15.8%,-5.2%,-5.1%,112474
2020-05-22 00:00:00,11:30,EUR,ECB Monetary Policy Meeting Accounts,,,,,112840
2020-05-26 00:00:00,21:00,CAD,BOC Gov Poloz Speaks,,,,,116217
2020-05-26 00:00:00,21:00,NZD,RBNZ Financial Stability Report,,,,,113424
2020-05-26 00:00:00,23:00,NZD,RBNZ Gov Orr Speaks,,,,,116222
2020-05-27 00:00:00,01:00,NZD,RBNZ Gov Orr Speaks,,,,,116223
2020-05-28 00:00:00,00:00,AUD,RBA Gov Lowe Speaks,,,,,116226
2020-05-28 00:00:00,01:30,AUD,Private Capital Expenditure q/q,-1.6%,-2.6%,-2.6%,-2.8%,114645
2020-05-28 00:00:00,12:30,USD,Prelim GDP q/q,-5.0%,-4.8%,-4.8%,,111258
2020-05-29 00:00:00,12:30,CAD,GDP m/m,-7.2%,-9.0%,0.0%,,113761
2020-05-29 00:00:00,15:00,USD,Fed Chair Powell Speaks,,,,,116214
2020-05-29 00:00:00,18:00,USD,President Trump Speaks,,,,,116229
2020-05-31 00:00:00,01:00,CNY,Manufacturing PMI,50.6,51.1,50.8,,115624
2020-06-01 00:00:00,14:00,USD,ISM Manufacturing PMI,43.1,43.5,41.5,,111428
2020-06-02 00:00:00,04:30,AUD,Cash Rate,0.25%,0.25%,0.25%,,112781
2020-06-02 00:00:00,04:30,AUD,RBA Rate Statement,,,,,112795
2020-06-03 00:00:00,01:30,AUD,GDP q/q,-0.3%,-0.4%,0.5%,,114629
2020-06-03 00:00:00,08:30,GBP,Final Services PMI,29.0,27.9,27.8,,111530
2020-06-03 00:00:00,10:15,All,G7 Meetings,,,,,116231
2020-06-03 00:00:00,12:15,USD,ADP Non-Farm Employment Change,-2760K,-9000K,-19557K,-20236K,111111
2020-06-03 00:00:00,14:00,CAD,BOC Rate Statement,,,,,113671
2020-06-03 00:00:00,14:00,CAD,Overnight Rate,0.25%,0.25%,0.25%,,113670
2020-06-03 00:00:00,14:00,USD,ISM Services PMI,45.4,44.2,41.8,,111531
2020-06-04 00:00:00,11:45,EUR,Main Refinancing Rate,0.00%,0.00%,0.00%,,112822
2020-06-04 00:00:00,11:45,EUR,Monetary Policy Statement,,,,,112823
2020-06-04 00:00:00,12:30,EUR,ECB Press Conference,,,,,112824
2020-06-05 00:00:00,12:30,CAD,Employment Change,289.6K,-500.0K,-1993.8K,,113700
2020-06-05 00:00:00,12:30,CAD,Unemployment Rate,13.7%,15.0%,13.0%,,113699
2020-06-05 00:00:00,12:30,USD,Average Hourly Earnings m/m,-1.0%,1.0%,4.7%,,111080
2020-06-05 00:00:00,12:30,USD,Non-Farm Employment Change,2509K,-7750K,-20687K,-20537K,111081
2020-06-05 00:00:00,12:30,USD,Unemployment Rate,13.3%,19.4%,14.7%,,111082
2020-06-06 00:00:00,10:15,All,OPEC Meetings,,,,,115839
2020-06-06 00:00:00,10:15,All,OPEC-JMMC Meetings,,,,,115840
2020-06-07 00:00:00,03:06,CNY,Trade Balance,443B,283B,318B,,115754
2020-06-08 00:00:00,13:45,EUR,ECB President Lagarde Speaks,,,,,116232
2020-06-10 00:00:00,12:30,USD,Core CPI m/m,-0.1%,0.0%,-0.4%,,114143
2020-06-10 00:00:00,12:30,USD,CPI m/m,-0.1%,0.0%,-0.8%,,114142
2020-06-10 00:00:00,12:30,USD,CPI y/y,0.1%,0.3%,0.3%,,128631
2020-06-10 00:00:00,18:00,USD,Federal Funds Rate,<0.25%,<0.25%,<0.25%,,111349
2020-06-10 00:00:00,18:00,USD,FOMC Economic Projections,,,,,111347
2020-06-10 00:00:00,18:00,USD,FOMC Statement,,,,,111348
2020-06-10 00:00:00,18:30,USD,FOMC Press Conference,,,,,111350
2020-06-12 00:00:00,06:00,GBP,GDP m/m,-20.4%,-18.6%,-5.8%,,112420
2020-06-12 00:00:00,14:00,USD,Prelim UoM Consumer Sentiment,78.9,75.0,72.3,73.7,111171
2020-06-15 00:00:00,18:00,USD,Fed Announcement,,,,,116246
2020-06-16 00:00:00,02:33,JPY,Monetary Policy Statement,,,,,114853
2020-06-16 00:00:00,06:00,GBP,Claimant Count Change,528.9K,405.3K,1032.7K,856.5K,112267
2020-06-16 00:00:00,12:30,USD,Core Retail Sales m/m,12.4%,5.5%,-15.2%,-17.2%,114253
2020-06-16 00:00:00,12:30,USD,Retail Sales m/m,17.7%,7.9%,-14.7%,-16.4%,114252
2020-06-16 00:00:00,14:00,USD,Fed Chair Powell Testifies,,,,,116238
2020-06-16 00:00:00,19:00,CAD,BOC Gov Macklem Speaks,,,,,116249
2020-06-17 00:00:00,16:00,USD,Fed Chair Powell Testifies,,,,,116239
2020-06-17 00:00:00,22:45,NZD,GDP q/q,-1.6%,-1.0%,0.5%,,113496
2020-06-18 00:00:00,01:30,AUD,Employment Change,-227.7K,-105.0K,-607.4K,-594.3K,114589
2020-06-18 00:00:00,01:30,AUD,Unemployment Rate,7.1%,6.9%,6.4%,6.2%,114601
2020-06-18 00:00:00,07:30,CHF,SNB Monetary Policy Assessment,,,,,112065
2020-06-18 00:00:00,08:00,CHF,SNB Press Conference,,,,,112071
2020-06-18 00:00:00,11:00,GBP,Asset Purchase Facility,745B,745B,645B,,112095
2020-06-18 00:00:00,11:00,GBP,Monetary Policy Summary,,,,,112096
2020-06-18 00:00:00,11:00,GBP,MPC Official Bank Rate Votes,0-0-9,0-0-9,0-0-9,,112097
2020-06-18 00:00:00,11:00,GBP,Official Bank Rate,0.10%,0.10%,0.10%,,112099
2020-06-18 00:00:00,11:02,GBP,MPC Asset Purchase Facility Votes,8-0-1,9-0-0,2-0-7,,112098
2020-06-18 00:00:00,13:30,GBP,BOE Gov Bailey Speaks,,,,,116255
2020-06-19 00:00:00,10:15,EUR,EU Economic Summit,,,,,116250
2020-06-19 00:00:00,12:30,CAD,Core Retail Sales m/m,-22.0%,-12.7%,-0.2%,-0.4%,113724
2020-06-21 00:00:00,23:00,AUD,RBA Gov Lowe Speaks,,,,,116251
2020-06-22 00:00:00,15:00,CAD,BOC Gov Macklem Speaks,,,,,116252
2020-06-23 00:00:00,07:15,EUR,French Flash Services PMI,50.3,44.9,31.1,29.4,111625
2020-06-23 00:00:00,07:30,EUR,German Flash Manufacturing PMI,44.6,41.5,36.6,36.8,111622
2020-06-23 00:00:00,07:30,EUR,German Flash Services PMI,45.8,41.7,32.6,31.4,111623
2020-06-24 00:00:00,02:00,NZD,Official Cash Rate,0.25%,0.25%,0.25%,,113408
2020-06-24 00:00:00,02:00,NZD,RBNZ Rate Statement,,,,,113415
2020-06-26 00:00:00,07:00,EUR,ECB President Lagarde Speaks,,,,,116267
2020-06-30 00:00:00,01:00,CNY,Manufacturing PMI,50.9,50.4,50.6,,115623
2020-06-30 00:00:00,12:30,CAD,GDP m/m,-11.6%,-12.5%,-7.5%,-7.2%,113762
2020-06-30 00:00:00,16:30,USD,Fed Chair Powell Testifies,,,,,116262
2020-07-01 00:00:00,12:15,USD,ADP Non-Farm Employment Change,2369K,2850K,3065K,-2760K,111113
2020-07-02 00:00:00,12:30,USD,Average Hourly Earnings m/m,-1.2%,-0.8%,-1.0%,,111084
2020-07-02 00:00:00,12:30,USD,Non-Farm Employment Change,4800K,3037K,2699K,2509K,111085
2020-07-02 00:00:00,12:30,USD,Unemployment Rate,11.1%,12.4%,13.3%,,111083
2020-07-02 00:00:00,13:30,USD,President Trump Speaks,,,,,116273
2020-07-06 00:00:00,14:00,USD,ISM Services PMI,57.1,50.0,45.4,,111539
2020-07-07 00:00:00,04:30,AUD,Cash Rate,0.25%,0.25%,0.25%,,112782
2020-07-07 00:00:00,04:30,AUD,RBA Rate Statement,,,,,112794
2020-07-10 00:00:00,12:30,CAD,Employment Change,952.9K,700.0K,289.6K,,113701
2020-07-10 00:00:00,12:30,CAD,Unemployment Rate,12.3%,12.0%,13.7%,,113702
2020-07-13 00:00:00,15:30,GBP,BOE Gov Bailey Speaks,,,,,116280
2020-07-14 00:00:00,12:30,USD,CPI y/y,0.6%,0.6%,0.1%,,128632
2020-07-14 00:00:00,21:00,USD,President Trump Speaks,,,,,116294
2020-07-15 00:00:00,02:57,JPY,BOJ Outlook Report,,,,,114825
2020-07-15 00:00:00,02:57,JPY,Monetary Policy Statement,,,,,114854
2020-07-15 00:00:00,10:15,All,OPEC-JMMC Meetings,,,,,116295
2020-07-15 00:00:00,14:00,CAD,BOC Monetary Policy Report,,,,,113672
2020-07-15 00:00:00,14:00,CAD,BOC Rate Statement,,,,,113673
2020-07-15 00:00:00,14:00,CAD,Overnight Rate,0.25%,0.25%,0.25%,,113675
2020-07-15 00:00:00,15:00,CAD,BOC Press Conference,,,,,113674
2020-07-15 00:00:00,22:45,NZD,CPI q/q,-0.5%,-0.5%,0.8%,,113552
2020-07-16 00:00:00,01:30,AUD,Employment Change,210.8K,106.0K,-264.1K,-227.7K,114590
2020-07-16 00:00:00,01:30,AUD,Unemployment Rate,7.4%,7.2%,7.1%,,114602
2020-07-16 00:00:00,02:00,CNY,GDP q/y,3.2%,2.2%,-6.8%,,115741
2020-07-16 00:00:00,11:45,EUR,Main Refinancing Rate,0.00%,0.00%,0.00%,,112825
2020-07-16 00:00:00,11:45,EUR,Monetary Policy Statement,,,,,112826
2020-07-16 00:00:00,12:30,EUR,ECB Press Conference,,,,,112827
2020-07-16 00:00:00,12:30,USD,Core Retail Sales m/m,7.3%,5.0%,12.1%,12.4%,114255
2020-07-16 00:00:00,12:30,USD,Retail Sales m/m,7.5%,5.0%,18.2%,17.7%,114254
2020-07-18 00:00:00,10:15,EUR,EU Economic Summit,,,,,116300
2020-07-21 00:00:00,03:00,AUD,RBA Gov Lowe Speaks,,,,,116288
2020-07-21 00:00:00,12:30,CAD,Core Retail Sales m/m,10.6%,11.9%,-20.7%,-22.0%,113726
2020-07-21 00:00:00,21:00,USD,President Trump Speaks,,,,,116307
2020-07-22 00:00:00,13:15,EUR,ECB President Lagarde Speaks,,,,,116308
2020-07-24 00:00:00,07:15,EUR,French Flash Services PMI,57.8,52.3,50.7,50.3,111644
2020-07-24 00:00:00,07:30,EUR,German Flash Manufacturing PMI,50.0,48.0,45.2,44.6,111630
2020-07-24 00:00:00,07:30,EUR,German Flash Services PMI,56.7,50.4,47.3,45.8,111631
2020-07-28 00:00:00,13:30,USD,Fed Announcement,,,,,116312
2020-07-29 00:00:00,01:30,AUD,CPI q/q,-1.9%,-2.0%,0.3%,,114732
2020-07-29 00:00:00,01:30,AUD,Trimmed Mean CPI q/q,-0.1%,0.1%,0.5%,,114736
2020-07-29 00:00:00,14:00,USD,Pending Home Sales m/m,16.6%,15.6%,44.3%,,114005
2020-07-29 00:00:00,18:00,USD,FOMC Statement,,,,,111352
2020-07-29 00:00:00,18:30,USD,FOMC Press Conference,,,,,111353
2020-07-30 00:00:00,08:00,EUR,German Prelim GDP q/q,-10.1%,-9.0%,-2.0%,-2.2%,116306
2020-07-30 00:00:00,12:30,USD,Advance GDP q/q,-32.9%,-34.5%,-5.0%,-4.8%,111252
2020-07-31 00:00:00,01:00,CNY,Manufacturing PMI,51.1,50.8,50.9,,115630
2020-07-31 00:00:00,12:30,CAD,GDP m/m,4.5%,3.5%,-11.7%,-11.6%,113764
2020-08-03 00:00:00,14:00,USD,ISM Manufacturing PMI,54.2,53.6,52.6,,111445
2020-08-04 00:00:00,04:30,AUD,Cash Rate,0.25%,0.25%,0.25%,,112783
2020-08-04 00:00:00,04:30,AUD,RBA Rate Statement,,,,,112793
2020-08-04 00:00:00,22:45,NZD,Employment Change q/q,-0.4%,-2.0%,1.0%,0.7%,113467
2020-08-04 00:00:00,22:45,NZD,Unemployment Rate,4.0%,5.6%,4.2%,,113468
2020-08-05 00:00:00,14:00,USD,ISM Services PMI,58.1,55.0,57.1,,111547
2020-08-06 00:00:00,03:00,NZD,Inflation Expectations q/q,1.43%,,1.24%,,113379
2020-08-06 00:00:00,06:00,GBP,BOE Monetary Policy Report,,,,,112102
2020-08-06 00:00:00,06:00,GBP,Monetary Policy Summary,,,,,112104
2020-08-06 00:00:00,06:00,GBP,MPC Official Bank Rate Votes,0-0-9,0-0-9,0-0-9,,112103
2020-08-06 00:00:00,06:00,GBP,Official Bank Rate,0.10%,0.10%,0.10%,,112100
2020-08-06 00:00:00,09:00,GBP,BOE Gov Bailey Speaks,,,,,116316
2020-08-07 00:00:00,01:30,AUD,RBA Monetary Policy Statement,,,,,114530
2020-08-07 00:00:00,12:30,CAD,Employment Change,418.5K,395.0K,952.9K,,113703
2020-08-07 00:00:00,12:30,CAD,Unemployment Rate,10.9%,11.1%,12.3%,,113704
2020-08-07 00:00:00,12:30,USD,Average Hourly Earnings m/m,0.2%,-0.5%,-1.3%,-1.2%,111086
2020-08-07 00:00:00,12:30,USD,Non-Farm Employment Change,1763K,1530K,4791K,4800K,111088
2020-08-07 00:00:00,12:30,USD,Unemployment Rate,10.2%,10.5%,11.1%,,111087
2020-08-12 00:00:00,02:00,NZD,Official Cash Rate,0.25%,0.25%,0.25%,,113409
2020-08-12 00:00:00,02:00,NZD,RBNZ Monetary Policy Statement,,,,,113421
2020-08-12 00:00:00,02:00,NZD,RBNZ Rate Statement,,,,,113416
2020-08-12 00:00:00,03:00,NZD,RBNZ Press Conference,,,,,113457
2020-08-12 00:00:00,12:30,USD,Core CPI m/m,0.6%,0.2%,0.2%,,114147
2020-08-12 00:00:00,12:30,USD,CPI m/m,0.6%,0.3%,0.6%,,114146
2020-08-12 00:00:00,12:30,USD,CPI y/y,1.0%,0.7%,0.6%,,128633
2020-08-13 00:00:00,01:30,AUD,Employment Change,114.7K,30.0K,228.4K,210.8K,114591
2020-08-13 00:00:00,01:30,AUD,Unemployment Rate,7.5%,7.8%,7.4%,,114603
2020-08-13 00:00:00,23:30,AUD,RBA Gov Lowe Speaks,,,,,116319
2020-08-14 00:00:00,12:30,USD,Core Retail Sales m/m,1.9%,1.3%,8.3%,7.3%,114257
2020-08-14 00:00:00,12:30,USD,Retail Sales m/m,1.2%,2.0%,8.4%,7.5%,114256
2020-08-18 00:00:00,01:30,AUD,Monetary Policy Meeting Minutes,,,,,114538
2020-08-19 00:00:00,10:15,All,OPEC-JMMC Meetings,,,,,116327
2020-08-21 00:00:00,07:15,EUR,French Flash Services PMI,51.9,56.3,57.3,57.8,111639
2020-08-21 00:00:00,07:30,EUR,German Flash Manufacturing PMI,53.0,52.2,51.0,50.0,111634
2020-08-21 00:00:00,07:30,EUR,German Flash Services PMI,50.8,55.3,55.6,56.7,111635
2020-08-27 00:00:00,13:10,USD,Fed Chair Powell Speaks,,,,,116343
2020-08-27 00:00:00,15:15,CAD,BOC Gov Macklem Speaks,,,,,116339
2020-08-27 00:00:00,16:15,All,Jackson Hole Symposium,,,,,111281
2020-08-28 00:00:00,13:05,GBP,BOE Gov Bailey Speaks,,,,,116341
2020-08-28 00:00:00,16:15,All,Jackson Hole Symposium,,,,,111282
2020-09-01 00:00:00,04:30,AUD,Cash Rate,0.25%,0.25%,0.25%,,112784
2020-09-01 00:00:00,04:30,AUD,RBA Rate Statement,,,,,112792
2020-09-01 00:00:00,14:00,USD,ISM Manufacturing PMI,56.0,54.6,54.2,,111455
2020-09-02 00:00:00,00:30,NZD,RBNZ Gov Orr Speaks,,,,,116356
2020-09-02 00:00:00,01:30,AUD,GDP q/q,-7.0%,-6.0%,-0.3%,,114630
2020-09-02 00:00:00,12:15,USD,ADP Non-Farm Employment Change,428K,1250K,212K,167K,111117
2020-09-02 00:00:00,13:30,GBP,BOE Gov Bailey Speaks,,,,,116355
2020-09-03 00:00:00,14:00,GBP,BOE Gov Bailey Speaks,,,,,116350
2020-09-03 00:00:00,14:00,USD,ISM Services PMI,56.9,57.0,58.1,,111555
2020-09-04 00:00:00,12:30,CAD,Employment Change,245.8K,262.5K,418.5K,,113706
2020-09-04 00:00:00,12:30,CAD,Unemployment Rate,10.2%,10.1%,10.9%,,113705
2020-09-04 00:00:00,12:30,USD,Average Hourly Earnings m/m,0.4%,0.0%,0.1%,0.2%,111091
2020-09-04 00:00:00,12:30,USD,Non-Farm Employment Change,1371K,1375K,1734K,1763K,111090
2020-09-04 00:00:00,12:30,USD,Unemployment Rate,8.4%,9.8%,10.2%,,111089
2020-09-09 00:00:00,14:00,CAD,BOC Rate Statement,,,,,113676
2020-09-09 00:00:00,14:00,CAD,Overnight Rate,0.25%,0.25%,0.25%,,113677
2020-09-10 00:00:00,11:45,EUR,Main Refinancing Rate,0.00%,0.00%,0.00%,,112828
2020-09-10 00:00:00,11:45,EUR,Monetary Policy Statement,,,,,112829
2020-09-10 00:00:00,12:30,EUR,ECB Press Conference,,,,,112830
2020-09-10 00:00:00,16:30,CAD,BOC Gov Macklem Speaks,,,,,116363
2020-09-11 00:00:00,12:30,USD,CPI y/y,1.3%,1.2%,1.0%,,128634
2020-09-16 00:00:00,12:30,USD,Core Retail Sales m/m,0.7%,1.0%,1.3%,1.9%,114261
2020-09-16 00:00:00,18:00,USD,FOMC Economic Projections,,,,,111355
2020-09-16 00:00:00,18:00,USD,FOMC Statement,,,,,111356
2020-09-16 00:00:00,18:30,USD,FOMC Press Conference,,,,,111357
2020-09-16 00:00:00,22:45,NZD,GDP q/q,-12.2%,-12.5%,-1.4%,-1.6%,113497
2020-09-17 00:00:00,01:30,AUD,Employment Change,111.0K,-40.0K,119.2K,114.7K,114592
2020-09-17 00:00:00,01:30,AUD,Unemployment Rate,6.8%,7.7%,7.5%,,114604
2020-09-17 00:00:00,02:52,JPY,Monetary Policy Statement,,,,,114855
2020-09-17 00:00:00,10:15,All,OPEC-JMMC Meetings,,,,,116379
2020-09-17 00:00:00,11:00,GBP,Monetary Policy Summary,,,,,112108
2020-09-17 00:00:00,11:00,GBP,MPC Official Bank Rate Votes,0-0-9,0-0-9,0-0-9,,112110
2020-09-17 00:00:00,11:00,GBP,Official Bank Rate,0.10%,0.10%,0.10%,,112107
2020-09-21 00:00:00,12:20,EUR,ECB President Lagarde Speaks,,,,,116388
2020-09-21 00:00:00,14:00,USD,Fed Chair Powell Speaks,,,,,116377
2020-09-22 00:00:00,07:30,GBP,BOE Gov Bailey Speaks,,,,,116374
2020-09-22 00:00:00,14:30,USD,Fed Chair Powell Testifies,,,,,116382
2020-09-23 00:00:00,02:00,NZD,Official Cash Rate,0.25%,0.25%,0.25%,,113410
2020-09-23 00:00:00,02:00,NZD,RBNZ Rate Statement,,,,,113417
2020-09-23 00:00:00,07:15,EUR,French Flash Services PMI,47.5,52.2,51.5,51.9,111650
2020-09-23 00:00:00,07:30,EUR,German Flash Manufacturing PMI,56.6,52.0,52.2,53.0,111649
2020-09-23 00:00:00,07:30,EUR,German Flash Services PMI,49.1,53.0,52.5,50.8,111647
2020-09-23 00:00:00,13:45,USD,Flash Manufacturing PMI,53.5,52.5,53.1,53.6,111648
2020-09-23 00:00:00,14:00,USD,Fed Chair Powell Testifies,,,,,116385
2020-09-24 00:00:00,07:30,CHF,SNB Monetary Policy Assessment,,,,,112067
2020-09-24 00:00:00,08:15,CHF,SNB Press Conference,,,,,116390
